Feature_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Confidence
G001790435,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA2112,2011-GWC2-44-17,2011-GWC2-44-17 sp001790515,1.0
G001790525,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA10212,UBA10212,UBA10212 sp001790525,1.0
G001790595,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA10212,21-14-0-10-47-8-A,21-14-0-10-47-8-A sp002793885,1.0
G001791145,Bacteria,Patescibacteria,ABY1,SG8-24,2-12-FULL-60-25,2-12-FULL-60-25,2-12-FULL-60-25 sp001791275,1.0
G001791745,Bacteria,Patescibacteria,ABY1,SG8-24,SG8-24,UBA1561,UBA1561 sp001791745,1.0
G001793355,Bacteria,Patescibacteria,Microgenomatia,GWA2-44-7,UBA8517,RBG-13-46-13,Unassigned,1.0
G001794595,Bacteria,Patescibacteria,Paceibacteria,2-02-FULL-40-12,GWA2-44-9,GWA2-44-10,GWA2-44-10 sp001794755,1.0
G001794945,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,GWC2-73-18,GWC2-73-18 sp001794945,1.0
G001795345,Bacteria,Chloroflexota,Limnocylindria,P2-11E,P2-11E,GWC2-70-10,GWC2-70-10 sp001795345,1.0
G001795955,Bacteria,Patescibacteria,Paceibacteria,2-02-FULL-40-12,GWA2-44-9,UBA12115,UBA12115 sp003514055,1.0
G001796065,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales_778129,Rhabdochlamydiaceae,2-02-FULL-49-12,2-02-FULL-49-12 sp001796315,1.0
G001796805,Bacteria,Chloroflexota,Dehalococcoidia,Dehalococcoidales,UBA2162,MGML01,MGML01 sp001796415,1.0
G001796915,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,UBA6092,UBA6092 sp002428565,1.0
G001796945,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11657,Unassigned,Unassigned,1.0
G001797435,Bacteria,Desulfobacterota_B,Binatia,UBA9968,UBA9968,2-12-FULL-60-19,Unassigned,1.0
G001798595,Bacteria,Desulfobacterota_B,Binatia,UBA9968,UBA9968,2-12-FULL-60-19,2-12-FULL-60-19 sp001798595,1.0
G001800075,Bacteria,Elusimicrobiota,Elusimicrobia_984204,2-01-FULL-59-12,2-01-FULL-59-12,2-01-FULL-59-12,2-01-FULL-59-12 sp001800075,1.0
G001801745,Bacteria,Pseudomonadota,Gammaproteobacteria,HIGH02-12-38-15,HIGH02-12-38-15,HIGHO2-12-38-15,HIGHO2-12-38-15 sp001801745,1.0
G001802045,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,HRBIN33,Unassigned,1.0
G001803415,Bacteria,Patescibacteria,Microgenomatia,UBA1400,RBG-16-45-19,RBG-16-45-19,RBG-16-45-19 sp001803415,1.0
G001804055,Bacteria,Omnitrophota,Omnitrophia,Omnitrophales,Danuiimicrobiaceae,01-FULL-45-10b,01-FULL-45-10b sp001804205,1.0
G001804145,Bacteria,Omnitrophota,Koll11,2-02-FULL-51-18,2-02-FULL-51-18,20-14-0-80-50-8,Unassigned,1.0
G001804395,Bacteria,Omnitrophota,Koll11,Zapsychrales,Zapsychraceae,UBA10174,UBA10174 sp003528115,1.0
G001805245,Bacteria,Nitrospirota_A_437815,Nitrospiria,Nitrospirales,Nitrospiraceae,2-02-FULL-62-14,2-02-FULL-62-14 sp001805245,1.0
G001816795,Bacteria,Patescibacteria,Microgenomatia,Woykebacterales,RBG-16-39-9b,RBG-13-40-15,Unassigned,1.0
G001817055,Bacteria,Patescibacteria,Andersenbacteria,UBA10190,UBA10190,HO2-45-11b,HO2-45-11b sp001817055,1.0
G001818365,Bacteria,Patescibacteria,ABY1,UBA1558,2-01-FULL-52-15,2-01-FULL-52-15,2-01-FULL-52-15 sp001818365,1.0
G001818575,Bacteria,Patescibacteria,Paceibacteria,UBA6257,2-01-FULL-56-20,LiPW-15,Unassigned,1.0
G001819135,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA6899,Unassigned,Unassigned,1.0
G001819905,Bacteria,Patescibacteria,Paceibacteria,Ryanbacterales,GWA2-47-10b,GWA2-47-10b,GWA2-47-10b sp001821795,1.0
G001820065,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,Staskawiczbacteraceae,GWA2-33-14,GWA2-33-14 sp001820215,1.0
G001820475,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,Staskawiczbacteraceae,XYD1-FULL-39-28,XYD1-FULL-39-28 sp001822065,1.0
G001820985,Bacteria,Patescibacteria,Paceibacteria,UBA9973,DSPV01,01-FULL-45-34b,01-FULL-45-34b sp001822675,1.0
G001821235,Bacteria,Patescibacteria,Paceibacteria,UBA9973,PALSA-1337,C7867-002,C7867-002 sp001821055,1.0
G001821395,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA6899,MHLP01,MHLP01 sp001821395,1.0
G001823015,Bacteria,Patescibacteria,ABY1,Veblenbacterales,UBA10138,UBA10138,UBA10138 sp000995845,1.0
G001823605,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA1539_B_7634,2-01-FULL-51-10,2-01-FULL-51-10 sp001823605,1.0
G001824255,Bacteria,Patescibacteria,Paceibacteria,UBA9973,Zambryskibacteraceae_7760,UBA5004,UBA5004 sp001824255,1.0
G001824275,Bacteria,Patescibacteria,Paceibacteria,UBA9973,W02-35-19,WO2-35-19,WO2-35-19 sp001824275,1.0
G001824825,Bacteria,Patescibacteria,Paceibacteria,UBA9973,XYD1-FULL-46-19,XYD1-FULL-46-19,XYD1-FULL-46-19 sp001824825,1.0
G001825115,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA1550,UBA1550,UBA1550 sp001825115,1.0
G001825135,Bacteria,Patescibacteria,Paceibacteria,UBA9973,Zambryskibacteraceae_7760,12-FULL-43-12b,12-FULL-43-12b sp001823875,1.0
G001828305,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Unassigned,Unassigned,1.0
G001828335,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,JABWBD01,JABWBD01 sp012728855,1.0
G001830425,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales_A_505895,2-02-FULL-58-16,2-02-FULL-58-16,2-02-FULL-58-16 sp001830425,1.0
G001865575,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Paraburkholderia_580243,Paraburkholderia sprentiae,1.0
G001866515,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Telluria_573210,Telluria timonae,1.0
G001871765,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA1550,UBA1550,UBA1550 sp001871765,1.0
G001871895,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,Unassigned,Unassigned,1.0
G001872385,Bacteria,Patescibacteria,Paceibacteria,Portnoybacterales,GWB1-42-6,CG1-02-40-82,CG1-02-40-82 sp002774415,1.0
G001872545,Bacteria,Patescibacteria,ABY1,SG8-24,SG8-24,UBA1561,UBA1561 sp001872545,1.0
G001872735,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,CG1-02-43-26,CG1-02-43-26,CG1-02-43-26 sp001872735,1.0
G001873305,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA1550,UBA1550,UBA1550 sp001823535,1.0
G001895925,Bacteria,Cyanobacteriota,Cyanobacteriia,Leptolyngbyales_30033,Leptolyngbyaceae_30030,Phormidesmis_A,Phormidesmis_A priestleyi_A,1.0
G001897305,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,Microsaccharimonas,Microsaccharimonas sp001897305,1.0
G001897445,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales_A,33-17,33-17,33-17 sp001897445,1.0
G001898035,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,55-13,55-13 sp001898035,1.0
G001899315,Bacteria,Cyanobacteriota,Vampirovibrionia,Obscuribacterales,Obscuribacteraceae,Obscuribacter,Obscuribacter phosphatis,1.0
G001899805,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,66-474,66-474 sp001899805,1.0
G001914795,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Unassigned,Unassigned,Unassigned,1.0
G001927245,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Amorphaceae,Acuticoccus,Acuticoccus yangtzensis,1.0
G001931535,Bacteria,Myxococcota_A_473307,Polyangia_463783,Polyangiales,Polyangiaceae,Minicystis,Minicystis rosea,1.0
G001953175,Bacteria,Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas,Dehalogenimonas formicexedens,1.0
G001953215,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Usitatibacteraceae,Usitatibacter,Usitatibacter sp001953215,1.0
G001956915,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Monashia,Monashia flava,1.0
G001975825,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga sp001975825,1.0
G002071135,Bacteria,Acidobacteriota,Thermoanaerobaculia,Multivoradales,UBA5704,JAAYLR01,JAAYLR01 sp012521815,1.0
G002083435,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_L_486704,Sphingomonas_L_486704 sp002083435,1.0
G002117145,Bacteria,Pseudomonadota,Alphaproteobacteria,Caedimonadales,Nucleicultricaceae,Nucleicultrix,Nucleicultrix amoebiphila,1.0
G002159835,Bacteria,Bacillota_A_368345,Clostridia_258483,Lachnospirales,Lachnospiraceae,Blautia_A_141781,Blautia_A_141781 avistercoris,1.0
G002168195,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,UBA7805,UBA7805,UBA7805 sp002168195,1.0
G002177075,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA10212,UBA10212,UBA10212 sp001790525,1.0
G002197845,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Fimbriiglobus,Fimbriiglobus ruber,1.0
G002198675,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Kineosporiaceae,R-H-3,R-H-3 sp002198675,1.0
G002198685,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhodomicrobiaceae,R-RK-3,R-RK-3 sp002198715,1.0
G002212765,Bacteria,Myxococcota_A_473307,Polyangia_463783,Unassigned,Unassigned,Unassigned,Unassigned,1.0
G002238415,Bacteria,Desulfobacterota_B,Binatia,Bin18,Bin18,Bin18,Bin18 sp002238415,1.0
G002238605,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,UBA6960,BD2-11,BD2-11 sp002238605,1.0
G002238865,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,UBA6960,Bin94,Bin94 sp002238865,1.0
G002239065,Bacteria,Pseudomonadota,Alphaproteobacteria,MPNO01,MPNO01,MPNO01,MPNO01 sp002239065,1.0
G002243285,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Crocinitomicaceae,Fluviicola,Fluviicola riflensis,1.0
G002251085,Bacteria,Bacillota_A_368345,Clostridia_258483,Peptostreptococcales,Peptostreptococcaceae_256921,Romboutsia_B,Romboutsia_B maritimum,1.0
G002256425,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium sp002256425,1.0
G002259525,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales_A,Rickettsiaceae,GCF-002259525,GCF-002259525 sp002259525,1.0
G002279095,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Cellulomonadaceae,Cellulomonas_A,Cellulomonas_A sp001898185,1.0
G002279375,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Unassigned,Unassigned,1.0
G002283365,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rubricoccaceae,Rubrivirga,Rubrivirga marina,1.0
G002293685,Bacteria,Patescibacteria,Doudnabacteria,UBA920,UBA920,UBA920,UBA920 sp002293685,1.0
G002293825,Bacteria,Patescibacteria,ABY1,Magasanikbacterales,UBA922,UBA922,UBA922 sp002293825,1.0
G002297665,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Holophaga,Holophaga sp002297665,1.0
G002306315,Bacteria,Patescibacteria,Microgenomatia,UBA1400,PJMF01,UBA1370,UBA1370 sp002306315,1.0
G002307715,Bacteria,Patescibacteria,Paceibacteria,Moranbacterales,UBA1568,UBA1568,UBA1568 sp002307715,1.0
G002316545,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1020,UBA1020,UBA1020 sp002316545,1.0
G002319075,Bacteria,Bacteroidota,Bacteroidia,B-17B0,B-17BO,UBA2475,UBA2475 sp002319075,1.0
G002325245,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Pseudolysinimonas,Pseudolysinimonas sp002325245,1.0
G002335425,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UBA2017,UBA2017 sp002335425,1.0
G002343075,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,UBA2421,UBA2421 sp002343075,1.0
G002343845,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,UBA2386,UBA2386 sp002343845,1.0
G002343995,Bacteria,Patescibacteria,ABY1,BM507,UBA917,UBA919,UBA919 sp002344425,1.0
G002344135,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UBA6659,UBA6659 sp002344135,1.0
G002344825,Bacteria,Omnitrophota,Omnitrophia,Omnitrophales,Aquincolibacteriaceae,Multiplicimicrobium,Multiplicimicrobium inquinatum,1.0
G002348615,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1020,UBA1020,UBA1020 sp002348615,1.0
G002378195,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA918,OLB19,OLB19 sp002378195,1.0
G002400365,Bacteria,Chloroflexota,Anaerolineae,UBA4142,UBA4142,UBA4142,UBA4142 sp002400365,1.0
G002401345,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA9973,GCA-2401345,GCA-2401345 sp002401345,1.0
G002402025,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales_778129,GCA-2402025,GCA-2402025,GCA-2402025 sp002402025,1.0
G002403095,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA4782,UBA4782 sp002403095,1.0
G002405245,Bacteria,Chloroflexota,Limnocylindria,P2-11E,P2-11E,UBA4735,UBA4735 sp002404155,1.0
G002405515,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,UBA1268,UBA4655,UBA4655 sp002405515,1.0
G002413065,Bacteria,Patescibacteria,Paceibacteria,UBA9973,PALSA-1337,C7867-002,C7867-002 sp002413065,1.0
G002415345,Bacteria,Patescibacteria,Saccharimonadia,UBA4664,UBA4664,UBA4664,UBA4664 sp002415345,1.0
G002418205,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,Defluviilinea,Defluviilinea sp002418205,1.0
G002418215,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,UBA5796,UBA5796 sp002418215,1.0
G002418285,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA5793,UBA5793,UBA5793 sp002418285,1.0
G002423285,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,Micavibrio_B_508717,Micavibrio_B_508717 sp002423285,1.0
G002427845,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,PSRF01,PSRF01 sp002427845,1.0
G002427855,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,UBA4729,UBA4729 sp002413865,1.0
G002428205,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,UBA6163,UBA6163 sp002428205,1.0
G002428665,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Limisphaerales,UBA8199,UBA6082,UBA6082 sp002428665,1.0
G002428865,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA6065,UBA6065,UBA6065 sp002428865,1.0
G002429325,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA2103,C7867-001,C7867-001 sp002429325,1.0
G002434045,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA5946,UBA5946,UBA5946 sp002434045,1.0
G002452515,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,UBA6821,UBA6821,UBA6821 sp002452515,1.0
G002478145,Bacteria,Acidobacteriota,Terriglobia,UBA7540,UBA7540,UBA7540,UBA7540 sp002478145,1.0
G002532535,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,Viridilinea,Viridilinea mediisalina,1.0
G002592005,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium palauense,1.0
G002632325,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella_A,Dokdonella_A sp002632325,1.0
G002695315,Bacteria,Chloroflexota,Dehalococcoidia,UBA3495,UBA3495,UBA11650,UBA11650 sp002708395,1.0
G002698305,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA1006,UBA1006,UBA1006 sp002698305,1.0
G002710785,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA918,OLB19,OLB19 sp002710785,1.0
G002712885,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,UBA8438,UBA8438,UBA8438 sp002712885,1.0
G002716765,Bacteria,Patescibacteria,ABY1,Magasanikbacterales,UBA922,GCA-2716765,GCA-2716765 sp002716765,1.0
G002718835,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,Unassigned,Unassigned,1.0
G002723275,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,GCA-2723275,GCA-2723275 sp002723275,1.0
G002737375,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Unassigned,Unassigned,1.0
G002737725,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales_A_505895,Rhodospirillaceae,GCA-2737725,GCA-2737725 sp002737725,1.0
G002742875,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,OMJO01,OMJO01,OMJO01 sp900299395,1.0
G002746185,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,GCA-2746185,GCA-2746185 sp002746185,1.0
G002746885,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,GCA-2746885,GCA-2746885 sp002746885,1.0
G002748455,Bacteria,Actinomycetota,Acidimicrobiia_401430,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter_A,Ilumatobacter_A coccineus_A,1.0
G002772475,Bacteria,Patescibacteria,Paceibacteria,UBA9973,Zambryskibacteraceae_7760,UBA5004,Unassigned,1.0
G002772695,Bacteria,Patescibacteria,Microgenomatia,UBA1400,PJMF01,UM-FILTER-42-14,UM-FILTER-42-14 sp002772695,1.0
G002780235,Bacteria,Patescibacteria,UBA1384,GWA2-35-9,CG2-30-43-20,CG2-30-43-20,CG2-30-43-20 sp002780235,1.0
G002783265,Bacteria,Patescibacteria,Gracilibacteria_12418,1-14-2-50-48-13,1-14-2-50-48-13,1-14-2-50-48-13,1-14-2-50-48-13 sp002783265,1.0
G002786495,Bacteria,Patescibacteria,ABY1,SG8-24,2-12-FULL-60-25,21-14-all-47-17,21-14-all-47-17 sp002786495,1.0
G002787535,Bacteria,Bdellovibrionota_473306,UBA2394,UBA2394,UBA2394,1-14-0-20-45-16,1-14-0-20-45-16 sp002787535,1.0
G002788775,Bacteria,Patescibacteria,Gracilibacteria_12420,UBA1369,UM-FILTER-53-11,UM-FILTER-53-11,UM-FILTER-53-11 sp002788775,1.0
G002792275,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,UBA5150,UBA5150 sp002792275,1.0
G002793855,Bacteria,Patescibacteria,ABY1,GWA2-46-9,GWA2-46-9,1-14-0-10-48-11,1-14-0-10-48-11 sp002793855,1.0
G002793885,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA10212,21-14-0-10-47-8-A,21-14-0-10-47-8-A sp002793885,1.0
G002796275,Bacteria,Elusimicrobiota,Elusimicrobia_984208,UBA1565,UBA9628,GWA2-66-18,GWA2-66-18 sp013044195,1.0
G002839415,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,UBA1547 sp002839415,1.0
G002839875,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,Palsa-1233,Unassigned,1.0
G002839995,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,GCA-002840015,GCA-002840015 sp002839995,1.0
G002840355,Bacteria,Elusimicrobiota,Elusimicrobia_984208,Elusimicrobiales,UBA9959,UBA9959,UBA9959 sp002840355,1.0
G002840675,Bacteria,Chloroflexota,Dehalococcoidia,UBA2979,UBA2979,W-Chloroflexi-9,W-Chloroflexi-9 sp002840675,1.0
G002840845,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Desulfobacillus,Desulfobacillus sp002840845,1.0
G002842085,Bacteria,Chloroflexota,Anaerolineae,CG2-30-64-16,CG2-30-64-16,CG2-30-64-16,CG2-30-64-16 sp002842085,1.0
G002842095,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,HGW-BRC1-1,HGW-BRC1-1 sp002842095,1.0
G002855555,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Novosphingobium,Novosphingobium sp002855555,1.0
G002861585,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,AMD01,GCA-2861585,GCA-2861585 sp002861585,1.0
G002862125,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylobacter_C_601751,Methylobacter_C_601751 sp002862125,1.0
G002869165,Bacteria,Patescibacteria,ABY1,BM507,UBA12075,BM705,BM705 sp002869165,1.0
G002892535,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,UBA11063,Aquella,Aquella oligotrophica,1.0
G002897715,Bacteria,Actinomycetota,Thermoleophilia,BMS3ABIN01,BMS3ABIN01,BMS3ABIN01,BMS3ABIN01 sp002897715,1.0
G002898275,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,HRBIN40,HRBIN40 sp002898275,1.0
G002898795,Bacteria,Desulfobacterota_B,Binatia,HRBIN30,HRBIN30,HRBIN30,HRBIN30 sp002898795,1.0
G002923195,Bacteria,Patescibacteria,Paceibacteria,Moranbacterales,2-12-FULL-40-10,BMS3ABIN15,BMS3ABIN15 sp002923195,1.0
G002923375,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,HRBIN33,HRBIN33 sp002923375,1.0
G002930645,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,Solimonas_A_608421,Solimonas_A_608421 fluminis,1.0
G002952755,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,PMNU01,PMNU01 sp002952755,1.0
G002995625,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Ahniellaceae,UDEA-SF1,UDEA-SF1 sp002995625,1.0
G003010405,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Koribacteraceae,TOLSYN,TOLSYN sp003010405,1.0
G003015145,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales_A,Rickettsiaceae,Phycorickettsia,Phycorickettsia trachydisci_A,1.0
G003044185,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Paraconexibacter,Paraconexibacter algicola,1.0
G003050615,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_H,Sphingomonas_H oleivorans,1.0
G003053885,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A_392796,Nocardioides_A_392796 cavernaquae,1.0
G003054705,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,ER46,ER46 sp003054705,1.0
G003056145,Bacteria,Patescibacteria,Paceibacteria,Moranbacterales,UBA2206,M10-OD1-1,M10-OD1-1 sp003056145,1.0
G003105195,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Xanthobacteraceae,FEB-22,FEB-22 sp003105195,1.0
G003122325,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Rhizobium_C_501058,Rhizobium_C_501058 album,1.0
G003131845,Bacteria,Chloroflexota,Dormibacteria,Dormibacterales,Dormibacteraceae,Palsa-872,Palsa-872 sp003139695,1.0
G003132425,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bog-1198,Bog-1198 sp003132425,1.0
G003133745,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,Tyrphobacter,Tyrphobacter aquilonaris,1.0
G003134765,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,UBA10450,AV80,AV80 sp003134765,1.0
G003136635,Bacteria,FCPU426,Palsa-1180,Palsa-1180,Palsa-1180,Bog-1183,Bog-1183 sp003136635,1.0
